0024bfc4_3900_496c_ad29_ea3516dab89c-agegroup-baby:120.0,children teens:68.0,youth adolescent:23.0,adult millennials:83.0,middle age:102.0,old:31.0,
016f6427_c7a7_4fa0_bb00_033bdcabe911-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
016f64ec_ce13_4cdb_8db2_3ae53ff58907-agegroup-baby:205.0,children teens:211.0,youth adolescent:160.0,adult millennials:253.0,middle age:300.0,old:183.0,
01728a19_c7d2_404a_aa3a_8acd73ad1033-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00a48617_6e4b_4e6d_ba91_fce188374a09-agegroup-baby:282.0,children teens:461.0,youth adolescent:505.0,adult millennials:526.0,middle age:435.0,old:260.0,
00a505ee_4a98_40df_8f8a_d98473bc8520-agegroup-baby:241.0,children teens:270.0,youth adolescent:358.0,adult millennials:333.0,middle age:292.0,old:274.0,
00a50ae9_39b4_4833_8f97_8be639562bdc-agegroup-baby:261.0,children teens:284.0,youth adolescent:366.0,adult millennials:396.0,middle age:342.0,old:243.0,
00a56763_b4a9_4b32_bf9c_b2656958a4ec-agegroup-baby:281.0,children teens:461.0,youth adolescent:389.0,adult millennials:414.0,middle age:408.0,old:317.0,
00ab2755-335c-4d40-a374-c8629532fadc-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00ab406d_1b20_49b8_90a3_9cded1bb3b29-agegroup-baby:173.0,children teens:422.0,youth adolescent:430.0,adult millennials:423.0,middle age:358.0,old:225.0,
00b62ec9_74f6_435c_8d51_5595eabca4c3-agegroup-baby:218.0,children teens:408.0,youth adolescent:397.0,adult millennials:400.0,middle age:381.0,old:255.0,
00b984c2_b4f6_4f96_81a6_7b3f5e8a099b-agegroup-baby:302.0,children teens:327.0,youth adolescent:339.0,adult millennials:405.0,middle age:370.0,old:257.0,
00d6cbaa_ddfd_48ef_bb02_7ca1b37d6af6-agegroup-baby:31.0,children teens:151.0,youth adolescent:161.0,adult millennials:121.0,middle age:52.0,old:-12.0,
00d709ff_c054_4453_9da9_954a99af8118-agegroup-baby:51.0,children teens:95.0,youth adolescent:99.0,adult millennials:109.0,middle age:44.0,old:-44.0,
00d7e33c_aabf_4d93_a7cf_340885abc5ec-agegroup-baby:17.0,children teens:43.0,youth adolescent:18.0,adult millennials:113.0,middle age:67.0,old:-41.0,
00d81403_1ce4_455d_aac7_6fbf9967052f-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00d90f5d_68b7_47ce_ae5f_f3a9bd9c9db2-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00d9f82a_8a81_4c8a_af34_af04ff1a9a7e-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00da716d_e7dd_40e3_9033_7472dd7242b8-agegroup-baby:43.0,children teens:-24.0,youth adolescent:-93.0,adult millennials:2.0,middle age:-22.0,old:-30.0,
00da716d_e7dd_40e3_9033_7472dd7242b8-agegroup-baby:43.0,children teens:-24.0,youth adolescent:-93.0,adult millennials:2.0,middle age:-22.0,old:-30.0,
009295b6_ec74_4252_a620_6c92de093936-agegroup-baby:3.0,children teens:6.0,youth adolescent:-24.0,adult millennials:2.0,middle age:-15.0,old:-10.0,
0092fa69-dca7-4c84-b576-ecf923230deb-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0093bcb2_96c8_4056_92a2_21d95ef3e3c7-agegroup-baby:-57.0,children teens:-45.0,youth adolescent:-80.0,adult millennials:-16.0,middle age:-25.0,old:26.0,
0096654c_8d0d_4a6c_8865_1869a2762af2-agegroup-baby:-57.0,children teens:-45.0,youth adolescent:-80.0,adult millennials:-16.0,middle age:-25.0,old:26.0,
0098eeda_7b2e_4070_84ac_cf1eee80f7cf-agegroup-baby:-40.0,children teens:-30.0,youth adolescent:8.0,adult millennials:2.0,middle age:17.0,old:-49.0,
009aefc3_ff81_47a3_bcf3_1338bf9a266b-agegroup-baby:-39.0,children teens:-10.0,youth adolescent:-6.0,adult millennials:18.0,middle age:14.0,old:12.0,
009d110a_38bd_4f95_9091_d727f7049c54-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
009d6f15_d506_48e4_bb28_26881b482efb-agegroup-baby:100.0,children teens:75.0,youth adolescent:51.0,adult millennials:129.0,middle age:81.0,old:24.0,
01271963_9dbc_417b_b69a_03cfb74464a7-agegroup-baby:301.0,children teens:361.0,youth adolescent:425.0,adult millennials:410.0,middle age:384.0,old:262.0,
01282dbf_980a_48ea_8d15_0d3d174d17c2-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0129250e_c74e_43a1_b3a0_a03da3ad67f0-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
012f89b8_b664_42b5_a46a_4e990f87cf89-agegroup-baby:219.0,children teens:280.0,youth adolescent:316.0,adult millennials:353.0,middle age:321.0,old:215.0,
0130aad4_4d05_43c2_bf62_4d2465be4326-agegroup-baby:212.0,children teens:409.0,youth adolescent:426.0,adult millennials:422.0,middle age:357.0,old:224.0,
0130ef69_6bf3_408f_879a_e7ad4c4ffd16-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01312d71_b28e_451c_b6a0_1bc816ba565c-agegroup-baby:337.0,children teens:441.0,youth adolescent:459.0,adult millennials:442.0,middle age:397.0,old:209.0,
013316bb_5234_422c_85a6_043ed76b657e-agegroup-baby:265.0,children teens:446.0,youth adolescent:461.0,adult millennials:467.0,middle age:393.0,old:248.0,
0032df26_8faf_4301_825e_29cdead65191-agegroup-baby:172.0,children teens:175.0,youth adolescent:181.0,adult millennials:168.0,middle age:257.0,old:208.0,
0032f3b4_1b30_4e87_9556_0660358c6dc3-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00335c53_be8b_4adc_b377_8fbb9e702e72-agegroup-baby:142.0,children teens:174.0,youth adolescent:224.0,adult millennials:203.0,middle age:244.0,old:160.0,
0033b71e_1efb_413e_8587_09bbf8087c50-agegroup-baby:255.0,children teens:333.0,youth adolescent:311.0,adult millennials:313.0,middle age:241.0,old:266.0,
00364b8e_fcc7_4f9f_bf8c_78e1a6bbe014-agegroup-baby:253.0,children teens:290.0,youth adolescent:308.0,adult millennials:314.0,middle age:300.0,old:222.0,
003f8ddf_6bab_4e70_bf3b_36c01cf3b8b7-agegroup-baby:239.0,children teens:354.0,youth adolescent:335.0,adult millennials:391.0,middle age:279.0,old:202.0,
003fe555_1337_41a5_b1c6_c0d26cda7d39-agegroup-baby:115.0,children teens:252.0,youth adolescent:269.0,adult millennials:298.0,middle age:211.0,old:30.0,
0040f195_798e_441f_8407_fc51deb0ff85-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
009dbabf_e6df_45bb_a340_203273ac86cd-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
009ea864_debe_4182_9375_a3039d9ed9ef-agegroup-baby:278.0,children teens:446.0,youth adolescent:468.0,adult millennials:482.0,middle age:433.0,old:273.0,
00a013d8_4821_4fb3_ae3e_488caef310ee-agegroup-baby:89.0,children teens:238.0,youth adolescent:350.0,adult millennials:287.0,middle age:250.0,old:138.0,
00a08a75_29b0_4de4_9dc8_d76ecda46225-agegroup-baby:313.0,children teens:476.0,youth adolescent:494.0,adult millennials:526.0,middle age:452.0,old:299.0,
00a08a75_29b0_4de4_9dc8_d76ecda46225-agegroup-baby:313.0,children teens:476.0,youth adolescent:494.0,adult millennials:526.0,middle age:452.0,old:299.0,
00a095f9_e2f0_4221_9f7c_37c09ec1495f-agegroup-baby:312.0,children teens:430.0,youth adolescent:429.0,adult millennials:382.0,middle age:409.0,old:298.0,
00a224a8_7589_4c0a_99d6_d2f123db8e23-agegroup-baby:257.0,children teens:451.0,youth adolescent:427.0,adult millennials:478.0,middle age:429.0,old:255.0,
00a24551_a748_4b37_a2db_339c4b32b4f0-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01c067a2_794d_4c17_a708_da2e3992cbd8-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01c1d072_dfa9_43c0_889e_a9ac98adc46a-agegroup-baby:268.0,children teens:380.0,youth adolescent:446.0,adult millennials:419.0,middle age:450.0,old:234.0,
01c4258c_8f60_4019_aebe_a024b740c464-agegroup-baby:239.0,children teens:424.0,youth adolescent:423.0,adult millennials:463.0,middle age:411.0,old:250.0,
01c56270_9496_4935_8888_afe08823d77e-agegroup-baby:296.0,children teens:455.0,youth adolescent:497.0,adult millennials:501.0,middle age:437.0,old:280.0,
01cbf6d6_ed09_45c5_8a85_d395d6390470-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01cf3088_3aec_44db_987b_53bde634a19c-agegroup-baby:247.0,children teens:360.0,youth adolescent:494.0,adult millennials:480.0,middle age:395.0,old:248.0,
01d2ac22_f9c1_41e7_8f66_baee700dc3e7-agegroup-baby:183.0,children teens:271.0,youth adolescent:295.0,adult millennials:311.0,middle age:284.0,old:328.0,
01d390d0_8f93_491c_83ec_5d5ca85bd130-agegroup-baby:254.0,children teens:352.0,youth adolescent:336.0,adult millennials:329.0,middle age:292.0,old:106.0,
01d43c18_b1a5_489b_8e3c_a7774f705d44-agegroup-baby:205.0,children teens:455.0,youth adolescent:447.0,adult millennials:471.0,middle age:416.0,old:242.0,
01d4b277_ebeb_4267_9c1a_c101950f6644-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01d69b8b_5038_49fd_8a8c_281b1f05e4e9-agegroup-baby:86.0,children teens:149.0,youth adolescent:110.0,adult millennials:268.0,middle age:85.0,old:76.0,
01d6dfcc_f151_4b25_bc56_f26d364560a3-agegroup-baby:241.0,children teens:446.0,youth adolescent:452.0,adult millennials:463.0,middle age:435.0,old:258.0,
01d926ec_f4d9_472d_a888_1e33b2cba5d1-agegroup-baby:208.0,children teens:373.0,youth adolescent:428.0,adult millennials:429.0,middle age:359.0,old:232.0,
01d9755c_9f12_419e_a996_da2d18912321-agegroup-baby:135.0,children teens:389.0,youth adolescent:359.0,adult millennials:314.0,middle age:342.0,old:191.0,
01de4cc2_a895_4061_b1a8_2600b8d2c0f6-agegroup-baby:295.0,children teens:458.0,youth adolescent:479.0,adult millennials:476.0,middle age:419.0,old:253.0,
01e144fa_a8ab_42e8_b722_f37e9c091044-agegroup-baby:188.0,children teens:179.0,youth adolescent:269.0,adult millennials:203.0,middle age:255.0,old:188.0,
01fae3c9_cbee_4868_9cf6_7b1af1994b01-agegroup-baby:237.0,children teens:305.0,youth adolescent:298.0,adult millennials:356.0,middle age:359.0,old:334.0,
007549d4_d00f_4cf2_8584_33b45e46c9b2-agegroup-baby:295.0,children teens:363.0,youth adolescent:380.0,adult millennials:413.0,middle age:344.0,old:211.0,
00797a89_b2f6_45be_bf75_5d7616341a37-agegroup-baby:328.0,children teens:287.0,youth adolescent:252.0,adult millennials:349.0,middle age:337.0,old:297.0,
007c4893_b593_41ff_a915_94a8dc71bbf4-agegroup-baby:340.0,children teens:409.0,youth adolescent:427.0,adult millennials:440.0,middle age:364.0,old:286.0,
007cf01c_44da_45e1_8996_ae1cf0171e06-agegroup-baby:117.0,children teens:125.0,youth adolescent:163.0,adult millennials:232.0,middle age:158.0,old:96.0,
007e2cdc_4269_4ccd_8119_166020d29483-agegroup-baby:212.0,children teens:272.0,youth adolescent:301.0,adult millennials:279.0,middle age:244.0,old:258.0,
008169d8_1320_4e64_b546_663a185c57df-agegroup-baby:321.0,children teens:321.0,youth adolescent:323.0,adult millennials:341.0,middle age:336.0,old:273.0,
0085de35_41cf_4421_afd2_5fcd87fd01ee-agegroup-baby:255.0,children teens:325.0,youth adolescent:361.0,adult millennials:333.0,middle age:323.0,old:209.0,
0086efcd_9ae8_4417_984b_596396887536-agegroup-baby:214.0,children teens:175.0,youth adolescent:106.0,adult millennials:251.0,middle age:106.0,old:55.0,
0059ceb0_59a6_43d3_bfee_8ec845798ffc-agegroup-baby:39.0,children teens:37.0,youth adolescent:-5.0,adult millennials:150.0,middle age:166.0,old:11.0,
005b50f7-ce2e-44e8-afb7-02c668b7e78c-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
005c520f_ff2e_4933_a2e4_492695764984-agegroup-baby:-57.0,children teens:-45.0,youth adolescent:-80.0,adult millennials:-16.0,middle age:-25.0,old:26.0,
0063185b_5b75_405e_b14d_a8778818e63b-agegroup-baby:40.0,children teens:35.0,youth adolescent:21.0,adult millennials:150.0,middle age:77.0,old:-12.0,
00636e65_9276_46f7_b6f3_99004183c0bc-agegroup-baby:-32.0,children teens:-7.0,youth adolescent:57.0,adult millennials:50.0,middle age:-47.0,old:46.0,
0063cfff_0c4e_4e4e_a52e_e8e2169d9707-agegroup-baby:-20.0,children teens:1.0,youth adolescent:80.0,adult millennials:51.0,middle age:63.0,old:63.0,
0065f663_241b_4164_bb84_1fb54485d7be-agegroup-baby:-8.0,children teens:53.0,youth adolescent:-10.0,adult millennials:46.0,middle age:8.0,old:21.0,
00663227_eb06_45b7_8540_e3789fdd84f1-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0041ea6f_8267_436d_9ccb_4417a2b78415-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0042d6ba_1e9b_4a4f_9439_e01a6db5bd42-agegroup-baby:243.0,children teens:208.0,youth adolescent:209.0,adult millennials:198.0,middle age:235.0,old:232.0,
0043019f_9ccd_4e76_87e9_0f4d0b1b5be4-agegroup-baby:241.0,children teens:394.0,youth adolescent:379.0,adult millennials:375.0,middle age:316.0,old:276.0,
00434af2_3f55_4061_b144_cb00f4dae9b2-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
004b02a2_fc91_4ff4_a008_0791ec2cc56a-agegroup-baby:323.0,children teens:357.0,youth adolescent:361.0,adult millennials:364.0,middle age:317.0,old:278.0,
004c3731_a227_4456_9f11_6a8228f20084-agegroup-baby:350.0,children teens:401.0,youth adolescent:444.0,adult millennials:363.0,middle age:336.0,old:303.0,
004c3731_a227_4456_9f11_6a8228f20084-agegroup-baby:350.0,children teens:401.0,youth adolescent:444.0,adult millennials:363.0,middle age:336.0,old:303.0,
004cea6a_f669_4980_8eaa_1f72f966e248-agegroup-baby:331.0,children teens:403.0,youth adolescent:437.0,adult millennials:413.0,middle age:361.0,old:275.0,
01e22570_b3ba_43ef_ab9c_62481f924d9b-agegroup-baby:251.0,children teens:412.0,youth adolescent:467.0,adult millennials:471.0,middle age:452.0,old:243.0,
01e58af9_ce4a_4103_ad5a_71c18b2cdb4d-agegroup-baby:314.0,children teens:480.0,youth adolescent:463.0,adult millennials:483.0,middle age:430.0,old:273.0,
01e58af9_ce4a_4103_ad5a_71c18b2cdb4d-agegroup-baby:314.0,children teens:480.0,youth adolescent:463.0,adult millennials:483.0,middle age:430.0,old:273.0,
01e852ea_f3ae_42cb_a797_ce4bbf340004-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01eb76dd_ca83_4a60_8b2f_9749c6bc3284-agegroup-baby:262.0,children teens:356.0,youth adolescent:338.0,adult millennials:387.0,middle age:302.0,old:160.0,
01ece3be_e6da_4b76_a804_ba869f2ddd77-agegroup-baby:309.0,children teens:416.0,youth adolescent:430.0,adult millennials:406.0,middle age:429.0,old:272.0,
01ede7de_6db4_42f6_8eda_97cefeea2957-agegroup-baby:208.0,children teens:403.0,youth adolescent:480.0,adult millennials:471.0,middle age:394.0,old:241.0,
01ee07a6_20e2_472f_bdd6_c15ec6a98b3e-agegroup-baby:210.0,children teens:396.0,youth adolescent:428.0,adult millennials:449.0,middle age:392.0,old:247.0,
01ef7b4e_7ec6_4cd9_8358_9b4f39592b67-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01efb9c0_1c0c_45b2_9fca_e609b4653f2d-agegroup-baby:290.0,children teens:410.0,youth adolescent:406.0,adult millennials:423.0,middle age:425.0,old:289.0,
01f0f5e2_c46b_4644_b570_4e5d61131381-agegroup-baby:237.0,children teens:305.0,youth adolescent:298.0,adult millennials:356.0,middle age:359.0,old:334.0,
01f198b3_8e1e_4015_ba5b_8536c7d7eb92-agegroup-baby:181.0,children teens:260.0,youth adolescent:311.0,adult millennials:288.0,middle age:310.0,old:195.0,
01f1d4ae_d2d1_4dd3_872a_d20a92f2dcce-agegroup-baby:215.0,children teens:260.0,youth adolescent:268.0,adult millennials:317.0,middle age:229.0,old:209.0,
01f367c9_7788_43bf_a3d3_bc576527056e-agegroup-baby:203.0,children teens:284.0,youth adolescent:292.0,adult millennials:372.0,middle age:282.0,old:313.0,
01f367c9_7788_43bf_a3d3_bc576527056e-agegroup-baby:203.0,children teens:284.0,youth adolescent:292.0,adult millennials:372.0,middle age:282.0,old:313.0,
01f5cb57_bad2_42a0_bbe0_8c29e0970c02-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
021a2868_f22a_4672_af3b_29b24022cb88-agegroup-baby:213.0,children teens:432.0,youth adolescent:454.0,adult millennials:449.0,middle age:412.0,old:234.0,
0003f9a1_cf05_4f95_bb84_d6eb657b93ed-agegroup-baby:316.0,children teens:378.0,youth adolescent:387.0,adult millennials:370.0,middle age:370.0,old:298.0,
0006fb5a_29cc_4c35_89d6_17c847887d93-agegroup-baby:395.0,children teens:362.0,youth adolescent:351.0,adult millennials:377.0,middle age:291.0,old:278.0,
000b5f25_ad03_4acd_837d_e994ba00e280-agegroup-baby:359.0,children teens:357.0,youth adolescent:375.0,adult millennials:361.0,middle age:281.0,old:218.0,
000d1ae4_8cdf_4b6a_ab1a_a420cc584032-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
000efbe1_1388_48fc_bec3_886f1c17366a-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00106e8d_8171_4de6_8aed_0e49aa9fbddd-agegroup-baby:177.0,children teens:110.0,youth adolescent:175.0,adult millennials:111.0,middle age:141.0,old:99.0,
00117dbf_f9e3_4635_9756_33643eb421cd-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0014354b_9376_41ce_8952_96219a718b80-agegroup-baby:218.0,children teens:262.0,youth adolescent:319.0,adult millennials:315.0,middle age:245.0,old:162.0,
00c113eb_365f_47b6_a5b0_5051bd24ae4d-agegroup-baby:281.0,children teens:531.0,youth adolescent:499.0,adult millennials:482.0,middle age:457.0,old:313.0,
00c4067e_e514_4541_a27a_45cbe4795e35-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00c670da_f3a7_4416_a93a_2b4b75279a82-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00c670da_f3a7_4416_a93a_2b4b75279a82-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
00c7af72_a8b7_406e_9e6b_eb538d2af84b-agegroup-baby:228.0,children teens:346.0,youth adolescent:423.0,adult millennials:390.0,middle age:372.0,old:252.0,
00c88136_d3a1_4800_bba5_525bb4bef029-agegroup-baby:183.0,children teens:271.0,youth adolescent:295.0,adult millennials:311.0,middle age:284.0,old:328.0,
00c8c7d7_0939_456b_bee7_dcca416f75a4-agegroup-baby:190.0,children teens:404.0,youth adolescent:383.0,adult millennials:395.0,middle age:313.0,old:274.0,
00cc4fa2_113d_40e0_85ce_a009aa9c2bb4-agegroup-baby:276.0,children teens:382.0,youth adolescent:451.0,adult millennials:421.0,middle age:375.0,old:208.0,
00f0101e_a41b_4bb9_b0d5_234ef24044f2-agegroup-baby:145.0,children teens:264.0,youth adolescent:327.0,adult millennials:350.0,middle age:264.0,old:218.0,
00f02873_f89e_4183_b7fb_d33b68be19fc-agegroup-baby:89.0,children teens:238.0,youth adolescent:350.0,adult millennials:287.0,middle age:250.0,old:138.0,
00f42e24_0b3c_46cc_8672_5e4e2aff13b8-agegroup-baby:125.0,children teens:123.0,youth adolescent:141.0,adult millennials:164.0,middle age:158.0,old:171.0,
00f60959_70db_456c_a6fe_4193aff21a2e-agegroup-baby:250.0,children teens:383.0,youth adolescent:413.0,adult millennials:445.0,middle age:390.0,old:247.0,
00f6a6b9_84df_4fc4_802d_223f2f639d1f-agegroup-baby:224.0,children teens:452.0,youth adolescent:456.0,adult millennials:446.0,middle age:437.0,old:250.0,
00f7836b_e0a2_449e_be0f_755f13190dad-agegroup-baby:260.0,children teens:404.0,youth adolescent:423.0,adult millennials:446.0,middle age:425.0,old:275.0,
00f7c1f1_c32f_4c65_ad3a_6c65e24e6c63-agegroup-baby:102.0,children teens:144.0,youth adolescent:169.0,adult millennials:254.0,middle age:137.0,old:189.0,
00f9e584_fa79_425f_a4cb_4bfb064ee984-agegroup-baby:200.0,children teens:423.0,youth adolescent:455.0,adult millennials:427.0,middle age:389.0,old:227.0,
01fde79d_8f08_42ab_8cd8_abb28e3cdbfb-agegroup-baby:120.0,children teens:327.0,youth adolescent:235.0,adult millennials:309.0,middle age:220.0,old:130.0,
01fe4ffc_473f_443b_84b6_174f0b75d3fa-agegroup-baby:275.0,children teens:403.0,youth adolescent:494.0,adult millennials:469.0,middle age:469.0,old:298.0,
02006a37_581b_42c3_a58b_70c4605a7ee4-agegroup-baby:248.0,children teens:389.0,youth adolescent:415.0,adult millennials:489.0,middle age:386.0,old:301.0,
02007f0c_e191_4e8b_88ea_641b397c91b4-agegroup-baby:251.0,children teens:354.0,youth adolescent:384.0,adult millennials:431.0,middle age:346.0,old:282.0,
02010747_bc54_4e7c_aab9_560fc7c550e5-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
0202b7ac_02f8_4d98_9b0b_9768b0a8df6f-agegroup-baby:227.0,children teens:380.0,youth adolescent:400.0,adult millennials:385.0,middle age:391.0,old:225.0,
0204b8e6_7ee3_4559_a0ad_4efb36bd7891-agegroup-baby:207.0,children teens:315.0,youth adolescent:370.0,adult millennials:407.0,middle age:351.0,old:249.0,
0205196c_5624_414f_ad33_28a96c5c2d10-agegroup-baby:206.0,children teens:346.0,youth adolescent:410.0,adult millennials:417.0,middle age:428.0,old:343.0,
017c81ee_a10a_4ef9_87c6_f7a7b79d9ea4-agegroup-baby:224.0,children teens:396.0,youth adolescent:460.0,adult millennials:457.0,middle age:367.0,old:205.0,
017cb8ff_754c_4a10_9e75_897393565973-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
017e0eb9_b78d_410c_b722_b169f3ecc094-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
017e157c_7b97_46f4_b10a_9b9f4d36ff8c-agegroup-baby:241.0,children teens:438.0,youth adolescent:411.0,adult millennials:460.0,middle age:339.0,old:279.0,
017e68e5_bda0_4183_9653_74071bcf518f-agegroup-baby:164.0,children teens:288.0,youth adolescent:386.0,adult millennials:359.0,middle age:309.0,old:184.0,
017e9e27_fdbd_4634_8551_a9e8e5b343fb-agegroup-baby:1000.0,children teens:1000.0,youth adolescent:1000.0,adult millennials:1000.0,middle age:1000.0,old:1000.0,
01829a4d_ecdb_4976_a80c_2bb01a90df1c-agegroup-baby:89.0,children teens:238.0,youth adolescent:350.0,adult millennials:287.0,middle age:250.0,old:138.0,
0182c9e6_340b_48ee_979b_b9b28714a576-agegroup-baby:330.0,children teens:449.0,youth adolescent:496.0,adult millennials:467.0,middle age:443.0,old:299.0,
010873d9_9980_4cec_9538_60950a4fff44-agegroup-baby:100.0,children teens:75.0,youth adolescent:51.0,adult millennials:129.0,middle age:81.0,old:24.0,
0110c4f7_94ee_49d9_913b_655b678a3d3b-agegroup-baby:51.0,children teens:163.0,youth adolescent:86.0,adult millennials:186.0,middle age:72.0,old:-74.0,
