_tv__audio___large_appliances_fans,Fans,,,Seg78
_computers_inkjet_printers,Inkjet Printers,,,Seg79
_tv__audio___large_appliances_imported_televisions,Imported Televisions,,,Seg80
_tv__audio___large_appliances_air_conditioners,Air Conditioners,,,Seg81
_tv__audio___large_appliances_dth,DTH,,,Seg82
_tv__audio___large_appliances_geysers,Geysers,,,Seg83
_tv__audio___large_appliances_washing_machine,Washing Machine,,,Seg84
_tv__audio___large_appliances_refrigerators,Refrigerators,,,Seg85
_tv__audio___large_appliances_immersion_rods,Immersion Rods,,,Seg86
_computers_laser_printers,Laser Printers,,,Seg87
_home___kitchen_double,Double,,,Seg88
_home___kitchen_window_curtains,Window Curtains,,,Seg89
_computers_scanners,Scanners,,,Seg90
_tv__audio___large_appliances_heaters,Appliances Heaters,,,Seg91
_home___kitchen_shower_curtains,Shower Curtains,,,Seg92
_appliances_coffee_makers,Coffee Makers,,,Seg93
_home___kitchen_king,king,,,Seg94
_home___kitchen_table_linen_sets,Table Linen Sets,,,Seg95
_home___kitchen_gloves,Gloves,,,Seg96
_home___kitchen_fleece___polar_blankets,Fleece and Polar Blankets,,,Seg97
_home___kitchen_woolen_blankets,Woolen Blankets,,,Seg98
_home___kitchen_bath_mats,Bath Mats,,,Seg99
_tv__audio___large_appliances_inverters,Inverters,,,Seg100
_home___kitchen_door_mats,Door Mats,,,Seg101
_home___kitchen_sofa_covers,Sofa Covers,,,Seg102
_tv__audio___large_appliances_stabilizers,Stabilizers,,,Seg103
_home___kitchen_pillow_covers,Pillow Covers,,,Seg104
_home___kitchen_aprons,Aprons,,,Seg105
_home___kitchen_bath_towel,Bath Towel,,,Seg106
_home___kitchen_table_covers,Table Covers,,,Seg107
_home___kitchen_door_curtains,Door Curtains,,,Seg108
tv__audio___large_appliances,TV Audio & Large Appliances,,,Seg109
fashion,Lifestyle,,,Seg110
computers,Technology and Computing ,,,Seg111
home___kitchen,Home And Garden,,,Seg112
appliances,Appliances,,,Seg113
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Case & Cover,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Case & Cover,,,Seg200
_news_indianews,/news/indianews,,,Seg201
_entertainment_hindibollywood,/entertainment/bollywood,,,Seg202
_news_politics,/news/politics,,,Seg203
_Home & Kitchen_Home Furnishing_Pillows & Cushions_Cushion Covers,/Home & Kitchen/Home Furnishing/Pillows & Cushions/Cushion Covers,,,Seg204
_business_indiabusiness,/business/indiabusiness,,,Seg205
_lifestyle_beauty,/lifestyle/beauty,,,Seg206
_Automotive_Bike Accessories_Safety & Utility_Body Covers,/Automotive/Bike Accessories/Safety & Utility/Body Covers,,,Seg207
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Other Accessories,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Other Accessories,,,Seg208
_Fashion_Women's Clothing_Ethnic Wear_Sarees,/Fashion/Women's Clothing/Ethnic Wear/Sarees,,,Seg209
_Mobile & Laptop Accessories_Computer Accessories_Laptop Accessories,/Mobile & Laptop Accessories/Computer Accessories/Laptop Accessories,,,Seg210
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Screen Protectors,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Screen Protectors,,,Seg211
_Jewelry & Watches_Jewellery_Fashion Jewellery_Earrings,/Jewelry & Watches/Jewellery/Fashion Jewellery/Earrings,,,Seg212
_Home & Kitchen_Decor_Wall Decor_Posters,/Home & Kitchen/Decor/Wall Decor/Posters,,,Seg213
_technology_gaming,/technology/gaming,,,Seg214
_Fashion_Women's Clothing_Ethnic Wear_Dress Material,/Fashion/Women's Clothing/Ethnic Wear/Dress Material,,,Seg215
_business_markets,/business/markets,,,Seg216
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Adapters & Chargers,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Adapters & Chargers,,,Seg217
_Mobile & Laptop Accessories_Computer Accessories_Adapters & Chargers,/Mobile & Laptop Accessories/Computer Accessories/Adapters & Chargers,,,Seg218
_Books & Daily Needs_Books_Literature,/Books & Daily Needs/Books/Literature,,,Seg219
_Fashion_Women's Clothing_Ethnic Wear_Kurta/Kurtis,/Fashion/Women's Clothing/Ethnic Wear/Kurta/Kurtis,,,Seg220
_Home & Kitchen_Decor_Wall Decor_Wall Stickers,/Home & Kitchen/Decor/Wall Decor/Wall Stickers,,,Seg221
_technology_mobiles,/technology/mobiles,,,Seg222
_Mobile & Laptop Accessories_Mobile & Tablet Accessories,/Mobile & Laptop Accessories/Mobile & Tablet Accessories,,,Seg223
_Home & Kitchen_Kitchen and Dining_Tableware_Tea & Coffee Serveware_Mugs & Cups,/Home & Kitchen/Kitchen and Dining/Tableware/Tea & Coffee Serveware/Mugs & Cups,,,Seg224
_Fashion_All Men's Accessories_Socks,/Fashion/All Men's Accessories/Socks,,,Seg225
_Home & Kitchen_Home Furnishing_Curtains_Door Curtains,/Home & Kitchen/Home Furnishing/Curtains/Door Curtains,,,Seg226
regional,regional,,,Seg227
_Home & Kitchen_Home Furnishing_Pillows & Cushions_Pillow Covers,/Home & Kitchen/Home Furnishing/Pillows & Cushions/Pillow Covers,,,Seg228
_Fashion_Men's Clothing_T-shirts & Polos_T-Shirts,/Fashion/Men's Clothing/T-shirts & Polos/T-Shirts,,,Seg229
_Mobile & Laptop Accessories_Computer Accessories_Batteries,/Mobile & Laptop Accessories/Computer Accessories/Batteries,,,Seg230
_Home & Kitchen_Home Furnishing_Bed Linen_Bedsheets_Double,/Home & Kitchen/Home Furnishing/Bed Linen/Bedsheets/Double,,,Seg231
festivals,festivals,,,Seg232
religion,religion,,,Seg233
_Home & Kitchen_Decor,/Home & Kitchen/Decor,,,Seg234
_Jewelry & Watches_Jewellery_Fashion Jewellery_Necklace & Sets,/Jewelry & Watches/Jewellery/Fashion Jewellery/Necklace & Sets,,,Seg235
_Jewelry & Watches_Jewellery_Fashion Jewellery_Bangles; Bracelets & Armlets,/Jewelry & Watches/Jewellery/Fashion Jewellery/Bangles; Bracelets & Armlets,,,Seg236
_Fashion_Women's Clothing_Western Wear_Tops;Tees;Tunics&Shirts;,/Fashion/Women's Clothing/Western Wear/Tops;Tees;Tunics&Shirts;,,,Seg237
education,education,,,Seg238
_Home & Kitchen_Decor_Clocks_Wall Clock,/Home & Kitchen/Decor/Clocks/Wall Clock,,,Seg239
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Cables,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Cables,,,Seg240
_Home & Kitchen_Decor_Wall Decor_Paintings,/Home & Kitchen/Decor/Wall Decor/Paintings,,,Seg241
_Computers_omputers,/Computers/omputers,,,Seg242
_Jewelry & Watches_Watches_Men's Watches,/Jewelry & Watches/Watches/Men's Watches,,,Seg243
_Books & Daily Needs_Pet Supplies_Dogs_Collars; Harnesses & Leashes,/Books & Daily Needs/Pet Supplies/Dogs/Collars; Harnesses & Leashes,,,Seg244
_Bags & Luggage_Backpacks & Laptop Bags_Backpacks,/Bags & Luggage/Backpacks & Laptop Bags/Backpacks,,,Seg245
_Fashion_Men's Clothing_Shirts,/Fashion/Men's Clothing/Shirts,,,Seg246
_Home & Kitchen_ome & Kitchen,/Home & Kitchen/ome & Kitchen,,,Seg247
_Fashion_Women's Clothing_Ethnic Wear_Leggings & Churidar,/Fashion/Women's Clothing/Ethnic Wear/Leggings & Churidar,,,Seg248
_Toys; Baby & Kids_Toys & Games_Dolls & Doll House,/Toys; Baby & Kids/Toys & Games/Dolls & Doll House,,,Seg249
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Bras,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Bras,,,Seg250
_lifestyle_healthfitness,/lifestyle/healthfitness,,,Seg251
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Other Toys & Games,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Other Toys & Games,,,Seg252
_Mobile & Laptop Accessories_Computer Accessories_Keyboards,/Mobile & Laptop Accessories/Computer Accessories/Keyboards,,,Seg253
_Jewelry & Watches_Jewellery_Fashion Jewellery_Pendants & Chains,/Jewelry & Watches/Jewellery/Fashion Jewellery/Pendants & Chains,,,Seg254
_Automotive_Car Accessories_Interior Accessories_Seat Covers,/Automotive/Car Accessories/Interior Accessories/Seat Covers,,,Seg255
_Toys; Baby & Kids_Toys & Games_Die Cast & Toy Vehicles_Other Toys & Games,/Toys; Baby & Kids/Toys & Games/Die Cast & Toy Vehicles/Other Toys & Games,,,Seg256
_entertainment_television,/entertainment/television,,,Seg257
_Toys; Baby & Kids_Toys & Games_Party Supplies_Party Accessories,/Toys; Baby & Kids/Toys & Games/Party Supplies/Party Accessories,,,Seg258
_Home & Kitchen_Decor_Statues & Showpiece_Table Decoratives,/Home & Kitchen/Decor/Statues & Showpiece/Table Decoratives,,,Seg259
_Fashion_Handbags & Clutches_Handbags,/Fashion/Handbags & Clutches/Handbags,,,Seg260
_Mobile & Laptop Accessories_Computer Accessories_Laptop Skins,/Mobile & Laptop Accessories/Computer Accessories/Laptop Skins,,,Seg261
_Automotive_Car Accessories_Other Car Accessories,/Automotive/Car Accessories/Other Car Accessories,,,Seg262
_Books & Daily Needs_Pet Supplies_Dogs_Apparel & Accessories,/Books & Daily Needs/Pet Supplies/Dogs/Apparel & Accessories,,,Seg263
_Mobile & Laptop Accessories_TV Accessories & Digital Media Streaming,/Mobile & Laptop Accessories/TV Accessories & Digital Media Streaming,,,Seg264
_Jewelry & Watches_Watches_Women's Watches,/Jewelry & Watches/Watches/Women's Watches,,,Seg265
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Sleep and Lounge wear,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Sleep and Lounge wear,,,Seg266
_Jewelry & Watches_Jewellery_Precious Jewellery_Rings,/Jewelry & Watches/Jewellery/Precious Jewellery/Rings,,,Seg267
_Mobile & Laptop Accessories_Computer Accessories_Mouse Pads,/Mobile & Laptop Accessories/Computer Accessories/Mouse Pads,,,Seg268
_Footwear_Men's Footwear_Casual Shoes,/Footwear/Men's Footwear/Casual Shoes,,,Seg269
_Fashion_All Men's Accessories_Wallets,/Fashion/All Men's Accessories/Wallets,,,Seg270
_Toys; Baby & Kids_Other Baby & Kids,/Toys; Baby & Kids/Other Baby & Kids,,,Seg271
_Books & Daily Needs_Books_Academic & Competitive_Computer & Internet,/Books & Daily Needs/Books/Academic & Competitive/Computer & Internet,,,Seg272
_Mobile & Laptop Accessories_Computer Accessories,/Mobile & Laptop Accessories/Computer Accessories,,,Seg273
_Fashion_All Men's Accessories_Belts,/Fashion/All Men's Accessories/Belts,,,Seg274
_Fashion_Women's Accessories_Hair Accessories,/Fashion/Women's Accessories/Hair Accessories,,,Seg275
_lifestyle_womenlifestyle,/lifestyle/womenlifestyle,,,Seg276
_lifestyle_fashion,/lifestyle/fashion,,,Seg277
_Fashion_Women's Clothing_Western Wear_Dresses,/Fashion/Women's Clothing/Western Wear/Dresses,,,Seg278
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Albhabets & Floor puzzles,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Albhabets & Floor puzzles,,,Seg279
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Batteries,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Batteries,,,Seg280
_Beauty & Perfumes_Make-Up_Lips_Lip Stick,/Beauty & Perfumes/Make-Up/Lips/Lip Stick,,,Seg281
_Fashion_Eye Wear_Sunglasses,/Fashion/Eye Wear/Sunglasses,,,Seg282
_Mobile & Laptop Accessories_Computer Accessories_Others,/Mobile & Laptop Accessories/Computer Accessories/Others,,,Seg283
_Mobile & Laptop Accessories_Security & Surveillance Cameras_Hidden Cameras,/Mobile & Laptop Accessories/Security & Surveillance Cameras/Hidden Cameras,,,Seg284
_Jewelry & Watches_Jewellery_Fashion Jewellery_Rings,/Jewelry & Watches/Jewellery/Fashion Jewellery/Rings,,,Seg285
_Beauty & Perfumes_Make-Up_Makeup Combos & Kits_Nail Kit,/Beauty & Perfumes/Make-Up/Makeup Combos & Kits/Nail Kit,,,Seg286
_Home & Kitchen_Home Furnishing_Bed Linen_Blankets & Quilts_Fleece & Polar Blankets,/Home & Kitchen/Home Furnishing/Bed Linen/Blankets & Quilts/Fleece & Polar Blankets,,,Seg287
_Automotive_Car Accessories_Interior Accessories_Pillows & Cushions,/Automotive/Car Accessories/Interior Accessories/Pillows & Cushions,,,Seg288
_Jewelry & Watches_Jewellery_Gems & Stones,/Jewelry & Watches/Jewellery/Gems & Stones,,,Seg289
_Home & Kitchen_Bathroom & Sanitaryware_Bathroom Fixtures_Bathroom Cabinets & Racks_Towel Racks,/Home & Kitchen/Bathroom & Sanitaryware/Bathroom Fixtures/Bathroom Cabinets & Racks/Towel Racks,,,Seg290
_Sports & Health_Fitness_Fitness Accessories_Exercise Mats,/Sports & Health/Fitness/Fitness Accessories/Exercise Mats,,,Seg291
_Beauty & Perfumes_Hair Care_Hair Styling_Roller & Curler,/Beauty & Perfumes/Hair Care/Hair Styling/Roller & Curler,,,Seg292
_Books & Daily Needs_Gifting_Other Gifts_Combo's,/Books & Daily Needs/Gifting/Other Gifts/Combo's,,,Seg293
_Bags & Luggage_Backpacks & Laptop Bags_Laptop Bags,/Bags & Luggage/Backpacks & Laptop Bags/Laptop Bags,,,Seg294
_Home & Kitchen_Home Improvement_Storage & Organisation_Organisers,/Home & Kitchen/Home Improvement/Storage & Organisation/Organisers,,,Seg295
_Automotive_Car Accessories_Exterior Accessories_Body Covers,/Automotive/Car Accessories/Exterior Accessories/Body Covers,,,Seg296
_Mobile & Laptop Accessories_Computer Parts & Components_Laptop Keypads,/Mobile & Laptop Accessories/Computer Parts & Components/Laptop Keypads,,,Seg297
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Smart Watches & Fitness Bands,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Smart Watches & Fitness Bands,,,Seg298
_Footwear_Men's Footwear_Formal Shoes,/Footwear/Men's Footwear/Formal Shoes,,,Seg299
_Mobile & Laptop Accessories_Networking_Cables,/Mobile & Laptop Accessories/Networking/Cables,,,Seg300
_Books & Daily Needs_Stationery_Pens & Notebooks_Diaries & Notebooks,/Books & Daily Needs/Stationery/Pens & Notebooks/Diaries & Notebooks,,,Seg301
_Home & Kitchen_Lighting Solutions_LED Bulbs,/Home & Kitchen/Lighting Solutions/LED Bulbs,,,Seg302
_Home & Kitchen_Kitchen and Dining,/Home & Kitchen/Kitchen and Dining,,,Seg303
_Mobile & Laptop Accessories_Office Electronics_Projectors & Presenters,/Mobile & Laptop Accessories/Office Electronics/Projectors & Presenters,,,Seg304
_Home & Kitchen_Kitchen and Dining_Tableware_Table Accessories_Coasters and Trivets,/Home & Kitchen/Kitchen and Dining/Tableware/Table Accessories/Coasters and Trivets,,,Seg305
_Fashion_Women's Clothing_Western Wear_Pants & Trousers,/Fashion/Women's Clothing/Western Wear/Pants & Trousers,,,Seg306
_Bags & Luggage_Travel Accessories_Waist & Travel Pouches,/Bags & Luggage/Travel Accessories/Waist & Travel Pouches,,,Seg307
_Home & Kitchen_Home Furnishing_Bed Linen_Blankets & Quilts_Woolen Blankets,/Home & Kitchen/Home Furnishing/Bed Linen/Blankets & Quilts/Woolen Blankets,,,Seg308
_Automotive_Car Electronics_Accessories_Mobile Holders,/Automotive/Car Electronics/Accessories/Mobile Holders,,,Seg309
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Blocks & Contruction,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Blocks & Contruction,,,Seg310
_Fashion_Women's Clothing_Ethnic Wear_Lehenga & Party Gowns,/Fashion/Women's Clothing/Ethnic Wear/Lehenga & Party Gowns,,,Seg311
_Fashion_Women's Clothing_Ethnic Wear_Blouses & Petticoat,/Fashion/Women's Clothing/Ethnic Wear/Blouses & Petticoat,,,Seg312
_Fashion_Handbags & Clutches_Totes,/Fashion/Handbags & Clutches/Totes,,,Seg313
_Bags & Luggage_School Bags,/Bags & Luggage/School Bags,,,Seg314
_Automotive_Car Accessories_Interior Accessories_Steering & Gear Knobs,/Automotive/Car Accessories/Interior Accessories/Steering & Gear Knobs,,,Seg315
_Fashion_Women's Clothing_Lingerie; Sleep and Beachwear_Panties,/Fashion/Women's Clothing/Lingerie; Sleep and Beachwear/Panties,,,Seg316
_Fashion_Women's Clothing_Ethnic Wear_Patialas & Salwars,/Fashion/Women's Clothing/Ethnic Wear/Patialas & Salwars,,,Seg317
_Sports & Health_Fitness_Fitness Equipments_Home Gym,/Sports & Health/Fitness/Fitness Equipments/Home Gym,,,Seg318
_Toys; Baby & Kids_Toys & Games_Action Toys_Action Gear,/Toys; Baby & Kids/Toys & Games/Action Toys/Action Gear,,,Seg319
_Books & Daily Needs_Gifting,/Books & Daily Needs/Gifting,,,Seg320
_Mobile & Laptop Accessories_Mobile & Tablet Accessories_Selfie Stick,/Mobile & Laptop Accessories/Mobile & Tablet Accessories/Selfie Stick,,,Seg321
_Books & Daily Needs_Food & Beverages,/Books & Daily Needs/Food & Beverages,,,Seg322
_Books & Daily Needs_Food & Beverages_Beverages_Coffee & Tea,/Books & Daily Needs/Food & Beverages/Beverages/Coffee & Tea,,,Seg323
_Fashion_Men's Clothing_Jeans,/Fashion/Men's Clothing/Jeans,,,Seg324
_Fashion_Women's Accessories_Scarves & Stoles,/Fashion/Women's Accessories/Scarves & Stoles,,,Seg325
_Home & Kitchen_Home Furnishing_Mats_Door Mats,/Home & Kitchen/Home Furnishing/Mats/Door Mats,,,Seg326
_Automotive_Car Accessories_Interior Accessories_Sun Shades,/Automotive/Car Accessories/Interior Accessories/Sun Shades,,,Seg327
_Beauty & Perfumes_Skin Care_Creams & Moisturisers_Day Cream,/Beauty & Perfumes/Skin Care/Creams & Moisturisers/Day Cream,,,Seg328
_Home & Kitchen_Lighting Solutions_Decorative Lights,/Home & Kitchen/Lighting Solutions/Decorative Lights,,,Seg329
_Books & Daily Needs_Stationery_Pens & Notebooks,/Books & Daily Needs/Stationery/Pens & Notebooks,,,Seg330
_Toys; Baby & Kids_Toys & Games_Die Cast & Toy Vehicles_Planes & Helicopters,/Toys; Baby & Kids/Toys & Games/Die Cast & Toy Vehicles/Planes & Helicopters,,,Seg331
_Fashion_Handbags & Clutches_Wallets & Clutches,/Fashion/Handbags & Clutches/Wallets & Clutches,,,Seg332
_Home & Kitchen_Decor_Statues & Showpiece_Statues,/Home & Kitchen/Decor/Statues & Showpiece/Statues,,,Seg333
_Toys; Baby & Kids_Toys & Games_Soft Toys_Soft Animals,/Toys; Baby & Kids/Toys & Games/Soft Toys/Soft Animals,,,Seg334
_Books & Daily Needs_Pet Supplies,/Books & Daily Needs/Pet Supplies,,,Seg335
_Footwear_Men's Footwear_Sports Shoes_Running Shoes,/Footwear/Men's Footwear/Sports Shoes/Running Shoes,,,Seg336
_Home & Kitchen_Home Improvement_Storage & Organisation_Laundry Organisation_Hooks & Accessories,/Home & Kitchen/Home Improvement/Storage & Organisation/Laundry Organisation/Hooks & Accessories,,,Seg337
_Home & Kitchen_Home Improvement_Home Cleaning_Mops,/Home & Kitchen/Home Improvement/Home Cleaning/Mops,,,Seg338
_Toys; Baby & Kids_Toys & Games_Cubes & Puzzles_Card Games,/Toys; Baby & Kids/Toys & Games/Cubes & Puzzles/Card Games,,,Seg339
_Automotive_Car Accessories_Interior Accessories_Steering Wheel Covers,/Automotive/Car Accessories/Interior Accessories/Steering Wheel Covers,,,Seg340
_sports_cricket,/sports/cricket,,,Seg341
_Toys; Baby & Kids_Kids Apparel_Girls_Girls Frocks; Skirts & Sets,/Toys; Baby & Kids/Kids Apparel/Girls/Girls Frocks; Skirts & Sets,,,Seg342
_Bags & Luggage_Travel Accessories_Other Travel Accessories,/Bags & Luggage/Travel Accessories/Other Travel Accessories,,,Seg343
_Home & Kitchen_Home Furnishing_Curtains_Window Curtains,/Home & Kitchen/Home Furnishing/Curtains/Window Curtains,,,Seg344
_Home & Kitchen_Decor_Home Decor Accents_Boxes & Baskets,/Home & Kitchen/Decor/Home Decor Accents/Boxes & Baskets,,,Seg345
_lifestyle_books,/lifestyle/books,,,Seg346
_Mobile & Laptop Accessories_TV Accessories & Digital Media Streaming_TV & AV Cables,/Mobile & Laptop Accessories/TV Accessories & Digital Media Streaming/TV & AV Cables,,,Seg347
_Books & Daily Needs_Pet Supplies_Dogs_Food Bowls & Feeders,/Books & Daily Needs/Pet Supplies/Dogs/Food Bowls & Feeders,,,Seg348
_Beauty & Perfumes_Soaps,/Beauty & Perfumes/Soaps,,,Seg349
_Beauty & Perfumes_eauty & Perfumes,/Beauty & Perfumes/eauty & Perfumes,,,Seg350
_Mobile & Laptop Accessories_Camera Accessories_Filters,/Mobile & Laptop Accessories/Camera Accessories/Filters,,,Seg351
_Mobile & Laptop Accessories_Audio and Headphones_Headphones & Earphones,/Mobile & Laptop Accessories/Audio and Headphones/Headphones & Earphones,,,Seg352
_Toys; Baby & Kids_Toys & Games_Indoor & Board Games,/Toys; Baby & Kids/Toys & Games/Indoor & Board Games,,,Seg353
_Automotive_Car Accessories_Interior Accessories_Perfumes & Fresheners,/Automotive/Car Accessories/Interior Accessories/Perfumes & Fresheners,,,Seg354
_Automotive_Spare Parts_Car Lights; Bulbs & Indicators,/Automotive/Spare Parts/Car Lights; Bulbs & Indicators,,,Seg355
_entertainment_hindimusic,/entertainment/hindimusic,,,Seg356
_Home & Kitchen_Kitchen and Dining_Kitchen Storage_Jars & Containers,/Home & Kitchen/Kitchen and Dining/Kitchen Storage/Jars & Containers,,,Seg357
_Toys; Baby & Kids_Kids Apparel_Boys_Boys Tees & Shirts,/Toys; Baby & Kids/Kids Apparel/Boys/Boys Tees & Shirts,,,Seg358
_Footwear_Men's Footwear_Loafers and Moccasins,/Footwear/Men's Footwear/Loafers and Moccasins,,,Seg359
_Fashion_All Men's Accessories_Ties & Pocket Squares,/Fashion/All Men's Accessories/Ties & Pocket Squares,,,Seg360
_Automotive_Value Deals & Merchandise_Value Deals,/Automotive/Value Deals & Merchandise/Value Deals,,,Seg361
_Jewelry & Watches_Jewellery_Silver Jewellery_Rings,/Jewelry & Watches/Jewellery/Silver Jewellery/Rings,,,Seg362
_Toys; Baby & Kids_Kids Apparel_Girls_Girls Tees & Tops,/Toys; Baby & Kids/Kids Apparel/Girls/Girls Tees & Tops,,,Seg363
_Footwear_Womens Footwear_Sandals,/Footwear/Womens Footwear/Sandals,,,Seg364
_Automotive_Car Accessories_Exterior Accessories_Door & Bumper Guards,/Automotive/Car Accessories/Exterior Accessories/Door & Bumper Guards,,,Seg365
_Fashion_Women's Clothing_Western Wear_Capris & Shorts,/Fashion/Women's Clothing/Western Wear/Capris & Shorts,,,Seg366
_Beauty & Perfumes_Skin Care_Facial Kits & Masks_Face Pack,/Beauty & Perfumes/Skin Care/Facial Kits & Masks/Face Pack,,,Seg367
_Toys; Baby & Kids_Toys & Games_Art & Craft_Craft Kits,/Toys; Baby & Kids/Toys & Games/Art & Craft/Craft Kits,,,Seg368
_Beauty & Perfumes_Skin Care_Facial Kits & Masks_Facial Kit,/Beauty & Perfumes/Skin Care/Facial Kits & Masks/Facial Kit,,,Seg369
_Fashion_Women's Clothing_Western Wear_Skirts,/Fashion/Women's Clothing/Western Wear/Skirts,,,Seg370
_Fashion_Women's Clothing_Combos_Legging Combos,/Fashion/Women's Clothing/Combos/Legging Combos,,,Seg371
_Fashion_Women's Clothing_Western Wear_Jeans & Jeggings,/Fashion/Women's Clothing/Western Wear/Jeans & Jeggings,,,Seg372
_Bags & Luggage_Messenger Bags,/Bags & Luggage/Messenger Bags,,,Seg373
_Home & Kitchen_Home Furnishing_Bed Linen_Bedsheets_King,/Home & Kitchen/Home Furnishing/Bed Linen/Bedsheets/King,,,Seg374
_Jewelry & Watches_Jewellery_Men Jewellery_Fashion Jewellery,/Jewelry & Watches/Jewellery/Men Jewellery/Fashion Jewellery,,,Seg375
_Beauty & Perfumes_Make-Up_Eyes_Kajal,/Beauty & Perfumes/Make-Up/Eyes/Kajal,,,Seg376
_Mobile & Laptop Accessories_Computer Accessories_Mouse,/Mobile & Laptop Accessories/Computer Accessories/Mouse,,,Seg377
_Home & Kitchen_Garden_Seeds & Bulbs_Vegetables,/Home & Kitchen/Garden/Seeds & Bulbs/Vegetables,,,Seg378
